date,latitude,longitude,predicted_SWE
03-05-2017,45.21875,-119.21875,103.1358
04-05-2017,45.21875,-119.21875,81.04596
05-05-2017,45.21875,-119.21875,216.76726
06-05-2017,45.21875,-119.21875,229.223
07-05-2017,45.21875,-119.21875,353.69467
08-05-2017,45.21875,-119.21875,137.23338
09-05-2017,45.21875,-119.21875,112.788086
10-05-2017,45.21875,-119.21875,92.96022
11-05-2017,45.21875,-119.21875,199.9492
12-05-2017,45.21875,-119.21875,247.42992
13-05-2017,45.21875,-119.21875,377.55017
14-05-2017,45.21875,-119.21875,242.594
15-05-2017,45.21875,-119.21875,360.67117
16-05-2017,45.21875,-119.21875,313.68155
17-05-2017,45.21875,-119.21875,376.97748
18-05-2017,45.21875,-119.21875,295.14957
19-05-2017,45.21875,-119.21875,142.33028
20-05-2017,45.21875,-119.21875,232.36458
21-05-2017,45.21875,-119.21875,148.0748
22-05-2017,45.21875,-119.21875,84.59204
23-05-2017,45.21875,-119.21875,66.87723
24-05-2017,45.21875,-119.21875,416.96613
25-05-2017,45.21875,-119.21875,193.7432
26-05-2017,45.21875,-119.21875,143.001
27-05-2017,45.21875,-119.21875,86.87252
28-05-2017,45.21875,-119.21875,72.28942
29-05-2017,45.21875,-119.21875,61.924393
30-05-2017,45.21875,-119.21875,49.313053
31-05-2017,45.21875,-119.21875,96.46551
01-06-2017,45.21875,-119.21875,106.64988
02-06-2017,45.21875,-119.21875,74.26208
03-06-2017,45.21875,-119.21875,64.9269
04-06-2017,45.21875,-119.21875,181.09639
05-06-2017,45.21875,-119.21875,110.63571
06-06-2017,45.21875,-119.21875,60.81212
07-06-2017,45.21875,-119.21875,49.001926
08-06-2017,45.21875,-119.21875,86.20945
09-06-2017,45.21875,-119.21875,302.97803
10-06-2017,45.21875,-119.21875,341.56046
11-06-2017,45.21875,-119.21875,284.73227
12-06-2017,45.21875,-119.21875,334.2992
13-06-2017,45.21875,-119.21875,298.31747
14-06-2017,45.21875,-119.21875,122.72479
15-06-2017,45.21875,-119.21875,58.579735
16-06-2017,45.21875,-119.21875,65.8587
17-06-2017,45.21875,-119.21875,69.75177
18-06-2017,45.21875,-119.21875,41.219707
19-06-2017,45.21875,-119.21875,38.38598
20-06-2017,45.21875,-119.21875,39.83117
21-06-2017,45.21875,-119.21875,78.75584
22-06-2017,45.21875,-119.21875,95.17397
23-06-2017,45.21875,-119.21875,78.673164
24-06-2017,45.21875,-119.21875,58.784374
25-06-2017,45.21875,-119.21875,44.634
26-06-2017,45.21875,-119.21875,40.116867
27-06-2017,45.21875,-119.21875,45.09119
28-06-2017,45.21875,-119.21875,76.91381
29-06-2017,45.21875,-119.21875,51.83924
30-06-2017,45.21875,-119.21875,46.429546
01-07-2017,45.21875,-119.21875,42.665592
02-07-2017,45.21875,-119.21875,44.60764
03-07-2017,45.21875,-119.21875,47.224037
04-07-2017,45.21875,-119.21875,46.110123
05-07-2017,45.21875,-119.21875,44.855373
06-07-2017,45.21875,-119.21875,42.4478
07-07-2017,45.21875,-119.21875,42.2254
08-07-2017,45.21875,-119.21875,47.202255
09-07-2017,45.21875,-119.21875,49.23706
10-07-2017,45.21875,-119.21875,41.074894
11-07-2017,45.21875,-119.21875,49.7188
12-07-2017,45.21875,-119.21875,50.527348
13-07-2017,45.21875,-119.21875,49.303146
14-07-2017,45.21875,-119.21875,46.5059
15-07-2017,45.21875,-119.21875,46.321568
16-07-2017,45.21875,-119.21875,60.57652
17-07-2017,45.21875,-119.21875,56.491707
18-07-2017,45.21875,-119.21875,53.26874
19-07-2017,45.21875,-119.21875,51.133442
20-07-2017,45.21875,-119.21875,55.472633
21-07-2017,45.21875,-119.21875,55.553406
22-07-2017,45.21875,-119.21875,51.72189
23-07-2017,45.21875,-119.21875,45.12411
24-07-2017,45.21875,-119.21875,53.947155
25-07-2017,45.21875,-119.21875,54.43353
26-07-2017,45.21875,-119.21875,48.68407
27-07-2017,45.21875,-119.21875,49.574833
28-07-2017,45.21875,-119.21875,51.533573
29-07-2017,45.21875,-119.21875,51.97013
30-07-2017,45.21875,-119.21875,54.241245
31-07-2017,45.21875,-119.21875,49.9863
01-08-2017,45.21875,-119.21875,47.281357
02-08-2017,45.21875,-119.21875,46.665043
03-08-2017,45.21875,-119.21875,44.83986
04-08-2017,45.21875,-119.21875,44.50279
05-08-2017,45.21875,-119.21875,47.52086
06-08-2017,45.21875,-119.21875,50.535385
07-08-2017,45.21875,-119.21875,49.94916
08-08-2017,45.21875,-119.21875,49.25008
09-08-2017,45.21875,-119.21875,50.345943
10-08-2017,45.21875,-119.21875,47.809723
11-08-2017,45.21875,-119.21875,49.09789
12-08-2017,45.21875,-119.21875,41.381226
13-08-2017,45.21875,-119.21875,30.69763
14-08-2017,45.21875,-119.21875,64.75608
15-08-2017,45.21875,-119.21875,65.04576
16-08-2017,45.21875,-119.21875,57.635742
17-08-2017,45.21875,-119.21875,52.703243
18-08-2017,45.21875,-119.21875,54.148193
19-08-2017,45.21875,-119.21875,64.21653
20-08-2017,45.21875,-119.21875,61.47406
21-08-2017,45.21875,-119.21875,61.00551
22-08-2017,45.21875,-119.21875,50.332176
23-08-2017,45.21875,-119.21875,44.35616
24-08-2017,45.21875,-119.21875,50.541428
25-08-2017,45.21875,-119.21875,74.56313
26-08-2017,45.21875,-119.21875,67.39363
27-08-2017,45.21875,-119.21875,55.79623
28-08-2017,45.21875,-119.21875,46.77042
29-08-2017,45.21875,-119.21875,51.049786
30-08-2017,45.21875,-119.21875,62.274788
31-08-2017,45.21875,-119.21875,69.13856
01-09-2017,45.21875,-119.21875,49.929054
02-09-2017,45.21875,-119.21875,45.886295
03-09-2017,45.21875,-119.21875,45.595425
04-09-2017,45.21875,-119.21875,46.775513
05-09-2017,45.21875,-119.21875,47.23605
06-09-2017,45.21875,-119.21875,48.80384
07-09-2017,45.21875,-119.21875,50.26838
08-09-2017,45.21875,-119.21875,43.521263
09-09-2017,45.21875,-119.21875,38.0065
10-09-2017,45.21875,-119.21875,45.196285
11-09-2017,45.21875,-119.21875,56.146637
12-09-2017,45.21875,-119.21875,51.973484
13-09-2017,45.21875,-119.21875,82.465256
14-09-2017,45.21875,-119.21875,270.7374
15-09-2017,45.21875,-119.21875,239.69531
16-09-2017,45.21875,-119.21875,156.4628
17-09-2017,45.21875,-119.21875,255.29527
18-09-2017,45.21875,-119.21875,835.4283
19-09-2017,45.21875,-119.21875,699.0312
20-09-2017,45.21875,-119.21875,824.26337
21-09-2017,45.21875,-119.21875,478.98087
22-09-2017,45.21875,-119.21875,425.7695
23-09-2017,45.21875,-119.21875,880.065
24-09-2017,45.21875,-119.21875,351.1723
25-09-2017,45.21875,-119.21875,515.0235
26-09-2017,45.21875,-119.21875,123.671295
27-09-2017,45.21875,-119.21875,154.5714
28-09-2017,45.21875,-119.21875,195.63861
29-09-2017,45.21875,-119.21875,785.761
30-09-2017,45.21875,-119.21875,918.4394
01-10-2017,45.21875,-119.21875,655.8394
02-10-2017,45.21875,-119.21875,483.5296
03-10-2017,45.21875,-119.21875,576.77405
04-10-2017,45.21875,-119.21875,434.9439
05-10-2017,45.21875,-119.21875,287.12164
06-10-2017,45.21875,-119.21875,310.75406
07-10-2017,45.21875,-119.21875,914.49896
08-10-2017,45.21875,-119.21875,736.5243
09-10-2017,45.21875,-119.21875,784.02057
10-10-2017,45.21875,-119.21875,693.25446
11-10-2017,45.21875,-119.21875,704.1858
12-10-2017,45.21875,-119.21875,594.8646
13-10-2017,45.21875,-119.21875,803.77094
14-10-2017,45.21875,-119.21875,783.85364
15-10-2017,45.21875,-119.21875,731.1759
16-10-2017,45.21875,-119.21875,711.139
17-10-2017,45.21875,-119.21875,831.76263
18-10-2017,45.21875,-119.21875,802.0159
19-10-2017,45.21875,-119.21875,987.16547
20-10-2017,45.21875,-119.21875,817.8424
21-10-2017,45.21875,-119.21875,985.2011
22-10-2017,45.21875,-119.21875,972.26526
23-10-2017,45.21875,-119.21875,781.4383
24-10-2017,45.21875,-119.21875,649.8457
25-10-2017,45.21875,-119.21875,837.3018
26-10-2017,45.21875,-119.21875,576.3937
27-10-2017,45.21875,-119.21875,797.89355
28-10-2017,45.21875,-119.21875,597.93835
29-10-2017,45.21875,-119.21875,772.0248
30-10-2017,45.21875,-119.21875,881.09937
31-10-2017,45.21875,-119.21875,855.8201
01-11-2017,45.21875,-119.21875,881.8612
02-11-2017,45.21875,-119.21875,833.9669
03-11-2017,45.21875,-119.21875,682.5698
04-11-2017,45.21875,-119.21875,600.9777
05-11-2017,45.21875,-119.21875,788.46533
06-11-2017,45.21875,-119.21875,815.7214
07-11-2017,45.21875,-119.21875,839.9976
08-11-2017,45.21875,-119.21875,750.32324
09-11-2017,45.21875,-119.21875,855.43536
10-11-2017,45.21875,-119.21875,720.5128
11-11-2017,45.21875,-119.21875,699.7286
12-11-2017,45.21875,-119.21875,677.20953
13-11-2017,45.21875,-119.21875,953.0643
14-11-2017,45.21875,-119.21875,822.5402
15-11-2017,45.21875,-119.21875,871.16223
16-11-2017,45.21875,-119.21875,877.5166
17-11-2017,45.21875,-119.21875,813.7738
18-11-2017,45.21875,-119.21875,826.864
19-11-2017,45.21875,-119.21875,775.39465
20-11-2017,45.21875,-119.21875,918.0487
21-11-2017,45.21875,-119.21875,849.4904
22-11-2017,45.21875,-119.21875,868.7694
23-11-2017,45.21875,-119.21875,1045.4569
24-11-2017,45.21875,-119.21875,876.43555
25-11-2017,45.21875,-119.21875,840.374
26-11-2017,45.21875,-119.21875,1035.7344
27-11-2017,45.21875,-119.21875,817.00793
28-11-2017,45.21875,-119.21875,897.58075
29-11-2017,45.21875,-119.21875,840.3531
30-11-2017,45.21875,-119.21875,793.67554
01-12-2017,45.21875,-119.21875,678.329
02-12-2017,45.21875,-119.21875,553.09204
03-12-2017,45.21875,-119.21875,667.48615
04-12-2017,45.21875,-119.21875,759.68756
05-12-2017,45.21875,-119.21875,785.7604
06-12-2017,45.21875,-119.21875,758.3894
07-12-2017,45.21875,-119.21875,712.2756
08-12-2017,45.21875,-119.21875,681.5497
09-12-2017,45.21875,-119.21875,680.59705
10-12-2017,45.21875,-119.21875,701.17944
11-12-2017,45.21875,-119.21875,678.2557
12-12-2017,45.21875,-119.21875,687.3937
13-12-2017,45.21875,-119.21875,707.23425
14-12-2017,45.21875,-119.21875,730.93976
15-12-2017,45.21875,-119.21875,821.6277
16-12-2017,45.21875,-119.21875,733.94525
17-12-2017,45.21875,-119.21875,827.2372
18-12-2017,45.21875,-119.21875,788.7553
19-12-2017,45.21875,-119.21875,965.17535
20-12-2017,45.21875,-119.21875,794.3092
21-12-2017,45.21875,-119.21875,795.3953
22-12-2017,45.21875,-119.21875,776.6877
23-12-2017,45.21875,-119.21875,768.67395
24-12-2017,45.21875,-119.21875,849.649
25-12-2017,45.21875,-119.21875,765.759
26-12-2017,45.21875,-119.21875,715.12445
27-12-2017,45.21875,-119.21875,814.74866
28-12-2017,45.21875,-119.21875,844.13385
29-12-2017,45.21875,-119.21875,940.77515
30-12-2017,45.21875,-119.21875,909.3898
31-12-2017,45.21875,-119.21875,774.06335
01-01-2018,45.21875,-119.21875,83.98525
02-01-2018,45.21875,-119.21875,84.66446
03-01-2018,45.21875,-119.21875,81.40439
04-01-2018,45.21875,-119.21875,85.19073
05-01-2018,45.21875,-119.21875,91.5413
06-01-2018,45.21875,-119.21875,95.06005
07-01-2018,45.21875,-119.21875,89.90958
08-01-2018,45.21875,-119.21875,90.59346
09-01-2018,45.21875,-119.21875,99.54253
10-01-2018,45.21875,-119.21875,100.93436
11-01-2018,45.21875,-119.21875,104.26193
12-01-2018,45.21875,-119.21875,92.738884
13-01-2018,45.21875,-119.21875,80.50893
14-01-2018,45.21875,-119.21875,84.825264
15-01-2018,45.21875,-119.21875,85.85594
16-01-2018,45.21875,-119.21875,102.98166
17-01-2018,45.21875,-119.21875,91.331535
18-01-2018,45.21875,-119.21875,112.28888
19-01-2018,45.21875,-119.21875,99.85987
20-01-2018,45.21875,-119.21875,100.50661
21-01-2018,45.21875,-119.21875,111.73695
22-01-2018,45.21875,-119.21875,98.24849
23-01-2018,45.21875,-119.21875,107.36387
24-01-2018,45.21875,-119.21875,118.33619
25-01-2018,45.21875,-119.21875,106.71728
26-01-2018,45.21875,-119.21875,105.22263
27-01-2018,45.21875,-119.21875,112.488
28-01-2018,45.21875,-119.21875,91.63003
29-01-2018,45.21875,-119.21875,77.78588
30-01-2018,45.21875,-119.21875,100.252754
31-01-2018,45.21875,-119.21875,101.94669
01-02-2018,45.21875,-119.21875,98.06403
02-02-2018,45.21875,-119.21875,100.337204
03-02-2018,45.21875,-119.21875,93.026695
04-02-2018,45.21875,-119.21875,91.96799
05-02-2018,45.21875,-119.21875,97.04236
06-02-2018,45.21875,-119.21875,97.81676
07-02-2018,45.21875,-119.21875,85.15471
08-02-2018,45.21875,-119.21875,84.74468
09-02-2018,45.21875,-119.21875,113.29734
10-02-2018,45.21875,-119.21875,116.57883
11-02-2018,45.21875,-119.21875,95.39227
12-02-2018,45.21875,-119.21875,132.18419
13-02-2018,45.21875,-119.21875,86.06766
14-02-2018,45.21875,-119.21875,143.3858
15-02-2018,45.21875,-119.21875,117.80663
16-02-2018,45.21875,-119.21875,120.98198
17-02-2018,45.21875,-119.21875,116.53686
18-02-2018,45.21875,-119.21875,145.56116
19-02-2018,45.21875,-119.21875,136.09192
20-02-2018,45.21875,-119.21875,141.9096
21-02-2018,45.21875,-119.21875,138.3016
22-02-2018,45.21875,-119.21875,139.43024
23-02-2018,45.21875,-119.21875,171.26326
24-02-2018,45.21875,-119.21875,184.92703
25-02-2018,45.21875,-119.21875,171.9198
26-02-2018,45.21875,-119.21875,147.62418
27-02-2018,45.21875,-119.21875,151.54922
28-02-2018,45.21875,-119.21875,145.22614
01-03-2018,45.21875,-119.21875,233.32697
02-03-2018,45.21875,-119.21875,162.62924
03-03-2018,45.21875,-119.21875,132.32465
04-03-2018,45.21875,-119.21875,128.67369
05-03-2018,45.21875,-119.21875,117.17607
06-03-2018,45.21875,-119.21875,119.28994
07-03-2018,45.21875,-119.21875,93.99906
08-03-2018,45.21875,-119.21875,105.48049
09-03-2018,45.21875,-119.21875,124.11343
10-03-2018,45.21875,-119.21875,119.44639
11-03-2018,45.21875,-119.21875,95.04704
12-03-2018,45.21875,-119.21875,92.21808
13-03-2018,45.21875,-119.21875,125.26758
14-03-2018,45.21875,-119.21875,168.59206
15-03-2018,45.21875,-119.21875,133.49394
16-03-2018,45.21875,-119.21875,150.98381
17-03-2018,45.21875,-119.21875,151.51117
18-03-2018,45.21875,-119.21875,140.39949
19-03-2018,45.21875,-119.21875,102.74368
20-03-2018,45.21875,-119.21875,102.49356
21-03-2018,45.21875,-119.21875,136.41727
22-03-2018,45.21875,-119.21875,180.28336
23-03-2018,45.21875,-119.21875,198.30888
24-03-2018,45.21875,-119.21875,168.94853
25-03-2018,45.21875,-119.21875,153.3371
26-03-2018,45.21875,-119.21875,130.7155
27-03-2018,45.21875,-119.21875,124.10388
28-03-2018,45.21875,-119.21875,148.4632
29-03-2018,45.21875,-119.21875,122.607254
30-03-2018,45.21875,-119.21875,143.6601
31-03-2018,45.21875,-119.21875,122.29669
01-04-2018,45.21875,-119.21875,129.24203
02-04-2018,45.21875,-119.21875,234.62038
03-04-2018,45.21875,-119.21875,152.98175
04-04-2018,45.21875,-119.21875,99.367226
05-04-2018,45.21875,-119.21875,122.45698
06-04-2018,45.21875,-119.21875,137.29468
07-04-2018,45.21875,-119.21875,229.44568
08-04-2018,45.21875,-119.21875,113.34496
09-04-2018,45.21875,-119.21875,118.06976
10-04-2018,45.21875,-119.21875,99.93509
11-04-2018,45.21875,-119.21875,270.9724
12-04-2018,45.21875,-119.21875,254.98393
13-04-2018,45.21875,-119.21875,162.92339
14-04-2018,45.21875,-119.21875,136.54897
15-04-2018,45.21875,-119.21875,267.40955
16-04-2018,45.21875,-119.21875,235.85626
17-04-2018,45.21875,-119.21875,157.37912
18-04-2018,45.21875,-119.21875,173.7706
19-04-2018,45.21875,-119.21875,234.66182
20-04-2018,45.21875,-119.21875,119.92894
21-04-2018,45.21875,-119.21875,245.58658
22-04-2018,45.21875,-119.21875,164.91307
23-04-2018,45.21875,-119.21875,159.83983
24-04-2018,45.21875,-119.21875,141.08354
25-04-2018,45.21875,-119.21875,89.17476
26-04-2018,45.21875,-119.21875,81.31703
27-04-2018,45.21875,-119.21875,106.25692
28-04-2018,45.21875,-119.21875,208.34674
29-04-2018,45.21875,-119.21875,197.11372
30-04-2018,45.21875,-119.21875,182.1983
01-05-2018,45.21875,-119.21875,206.59334
02-05-2018,45.21875,-119.21875,210.54971
03-05-2018,45.21875,-119.21875,176.42107
04-05-2018,45.21875,-119.21875,94.92038
05-05-2018,45.21875,-119.21875,107.5955
06-05-2018,45.21875,-119.21875,188.10033
07-05-2018,45.21875,-119.21875,205.55582
08-05-2018,45.21875,-119.21875,153.11958
09-05-2018,45.21875,-119.21875,211.31609
10-05-2018,45.21875,-119.21875,160.60497
11-05-2018,45.21875,-119.21875,277.9445
12-05-2018,45.21875,-119.21875,329.9399
13-05-2018,45.21875,-119.21875,184.09677
14-05-2018,45.21875,-119.21875,94.94087
15-05-2018,45.21875,-119.21875,75.39922
16-05-2018,45.21875,-119.21875,151.86334
17-05-2018,45.21875,-119.21875,175.64465
18-05-2018,45.21875,-119.21875,211.64386
19-05-2018,45.21875,-119.21875,175.73732
20-05-2018,45.21875,-119.21875,132.8845
21-05-2018,45.21875,-119.21875,114.85974
22-05-2018,45.21875,-119.21875,110.287346
23-05-2018,45.21875,-119.21875,84.42203
24-05-2018,45.21875,-119.21875,95.05942
25-05-2018,45.21875,-119.21875,136.51877
26-05-2018,45.21875,-119.21875,285.37238
27-05-2018,45.21875,-119.21875,156.3566
28-05-2018,45.21875,-119.21875,100.19828
29-05-2018,45.21875,-119.21875,212.85555
30-05-2018,45.21875,-119.21875,184.54424
31-05-2018,45.21875,-119.21875,200.94403
01-06-2018,45.21875,-119.21875,279.05063
02-06-2018,45.21875,-119.21875,59.609882
03-06-2018,45.21875,-119.21875,51.79454
04-06-2018,45.21875,-119.21875,244.7498
05-06-2018,45.21875,-119.21875,101.63382
06-06-2018,45.21875,-119.21875,86.53235
07-06-2018,45.21875,-119.21875,86.137886
08-06-2018,45.21875,-119.21875,55.171047
09-06-2018,45.21875,-119.21875,181.21884
10-06-2018,45.21875,-119.21875,272.29968
11-06-2018,45.21875,-119.21875,276.63046
12-06-2018,45.21875,-119.21875,56.476578
13-06-2018,45.21875,-119.21875,141.67703
14-06-2018,45.21875,-119.21875,164.54224
15-06-2018,45.21875,-119.21875,90.7691
16-06-2018,45.21875,-119.21875,167.67165
17-06-2018,45.21875,-119.21875,157.20667
18-06-2018,45.21875,-119.21875,61.58962
19-06-2018,45.21875,-119.21875,46.343884
20-06-2018,45.21875,-119.21875,46.84189
21-06-2018,45.21875,-119.21875,40.420155
22-06-2018,45.21875,-119.21875,63.06197
23-06-2018,45.21875,-119.21875,67.301636
24-06-2018,45.21875,-119.21875,46.11595
25-06-2018,45.21875,-119.21875,98.34116
26-06-2018,45.21875,-119.21875,68.71681
27-06-2018,45.21875,-119.21875,63.47408
28-06-2018,45.21875,-119.21875,117.206894
29-06-2018,45.21875,-119.21875,81.76314
30-06-2018,45.21875,-119.21875,65.786
01-07-2018,45.21875,-119.21875,48.039024
02-07-2018,45.21875,-119.21875,237.00443
03-07-2018,45.21875,-119.21875,64.46763
04-07-2018,45.21875,-119.21875,42.734116
05-07-2018,45.21875,-119.21875,44.942284
06-07-2018,45.21875,-119.21875,37.611965
07-07-2018,45.21875,-119.21875,57.497643
08-07-2018,45.21875,-119.21875,53.823685
09-07-2018,45.21875,-119.21875,46.580193
10-07-2018,45.21875,-119.21875,48.21561
11-07-2018,45.21875,-119.21875,50.731163
12-07-2018,45.21875,-119.21875,47.971863
13-07-2018,45.21875,-119.21875,45.69866
14-07-2018,45.21875,-119.21875,52.19637
15-07-2018,45.21875,-119.21875,53.606506
16-07-2018,45.21875,-119.21875,52.953102
17-07-2018,45.21875,-119.21875,45.079712
18-07-2018,45.21875,-119.21875,48.82314
19-07-2018,45.21875,-119.21875,49.590267
20-07-2018,45.21875,-119.21875,62.862255
21-07-2018,45.21875,-119.21875,65.43476
22-07-2018,45.21875,-119.21875,58.44569
23-07-2018,45.21875,-119.21875,52.14914
24-07-2018,45.21875,-119.21875,49.746777
25-07-2018,45.21875,-119.21875,52.49088
26-07-2018,45.21875,-119.21875,49.872074
27-07-2018,45.21875,-119.21875,49.144386
28-07-2018,45.21875,-119.21875,50.502354
29-07-2018,45.21875,-119.21875,49.970016
30-07-2018,45.21875,-119.21875,48.423973
31-07-2018,45.21875,-119.21875,48.0273
01-08-2018,45.21875,-119.21875,46.404255
02-08-2018,45.21875,-119.21875,51.037365
03-08-2018,45.21875,-119.21875,49.724323
04-08-2018,45.21875,-119.21875,45.21616
05-08-2018,45.21875,-119.21875,51.24962
06-08-2018,45.21875,-119.21875,51.856537
07-08-2018,45.21875,-119.21875,49.83438
08-08-2018,45.21875,-119.21875,45.354378
09-08-2018,45.21875,-119.21875,43.82586
10-08-2018,45.21875,-119.21875,43.86652
11-08-2018,45.21875,-119.21875,46.240906
12-08-2018,45.21875,-119.21875,54.819378
13-08-2018,45.21875,-119.21875,63.295055
14-08-2018,45.21875,-119.21875,57.862114
15-08-2018,45.21875,-119.21875,56.52244
16-08-2018,45.21875,-119.21875,53.91735
17-08-2018,45.21875,-119.21875,57.77
18-08-2018,45.21875,-119.21875,57.129704
19-08-2018,45.21875,-119.21875,57.528374
20-08-2018,45.21875,-119.21875,85.49074
21-08-2018,45.21875,-119.21875,76.71236
22-08-2018,45.21875,-119.21875,63.100323
23-08-2018,45.21875,-119.21875,66.73432
24-08-2018,45.21875,-119.21875,112.06006
25-08-2018,45.21875,-119.21875,89.513725
26-08-2018,45.21875,-119.21875,416.33792
27-08-2018,45.21875,-119.21875,100.031265
28-08-2018,45.21875,-119.21875,74.06283
29-08-2018,45.21875,-119.21875,70.70542
30-08-2018,45.21875,-119.21875,121.6184
